1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3.38058558,2.359862721,3.476508528,3.46792581,3.224298156,3.810519891,3.19618856,3.65677996,3.571077918,3.687912766,3.797163103,3.056198512,2.266876521,3.67815679,3.319464212,3.748259868,3.838706427,2.850368063,3.380118225,3.288875948
3.593493928,2.578893355,3.017164142,3.21084459,2.799655882,3.662266385,3.34518837,2.848541317,1.911562782,3.119639544,3.292595871,3.445405362,2.741037123,2.373636855,2.734565685,3.368107547,2.631135147,3.634130386,3.69348322,1.853869231
1.954972959,3.237097864,2.599600458,2.43292428,3.90919304,3.041185184,2.088293394,2.36881582,2.778838459,3.917401429,3.817690513,2.895090674,3.866640892,3.895617288,1.842812213,3.660283774,2.868385414,2.936758076,3.513912601,3.680946588
3.684663149,3.595833164,3.67198214,2.058437691,2.277980649,3.554532281,3.313724239,2.351020387,2.758400167,3.660601679,2.536694781,3.484496664,3.578252647,3.312204766,3.288560055,3.103308211,3.820980671,2.562780798,2.795109757,3.873284206
3.207631309,3.122976114,3.583241085,3.606753871,2.750795781,3.646590278,3.433871627,3.328325255,2.726305126,2.806979778,2.52696322,3.7594322,3.164233705,2.232306814,2.085553354,3.651611168,3.888415152,3.539254059,2.970883653,3.289028921
3.63498132,1.689318653,3.578653764,3.639077698,3.667958588,3.915112238,3.671883627,3.698411383,2.614534093,2.873090179,3.385774116,3.024052089,3.444778251,3.764786024,2.793496863,3.674997178,3.419137457,1.434768845,1.87624558,3.09329676
4.010191124,2.375216506,3.236674627,3.617193527,3.424217236,2.120443754,2.915548419,3.875294959,2.822967914,3.864319381,3.594803514,2.997564047,3.754230621,3.433406462,2.803153784,3.808541067,2.35741676,3.125194109,3.502882153,3.375482371
2.538392673,3.042485245,3.854840438,3.199314559,3.499823857,2.841330167,2.183714447,3.401337421,2.555459041,3.768355949,2.499288842,2.958010471,2.692890344,2.683779501,3.395826843,2.804264152,3.811041058,3.889604072,3.01333736,3.04276373
3.353950206,3.696272935,3.476166947,3.797309508,3.582506709,3.712353504,3.198960296,3.463643503,3.242649382,1.750695658,3.761553525,3.904241929,2.779445983,2.43907213,2.767095251,3.679822551,2.704179289,2.381616175,3.312937531,3.180712136
2.899039602,2.388822848,3.86678648,3.558337854,3.453038381,2.318961424,2.954268794,1.959865128,2.956337674,3.360553115,2.599091546,2.918529613,3.21871396,3.991471478,2.612005976,3.668971712,2.008194365,3.813197031,2.623463517,3.187792955
3.031403046,3.775541566,3.654171009,3.297485214,2.970921945,3.31090748,2.027809338,2.736806616,2.937780611,4.015917719,1.466764235,3.45387274,3.014018112,3.168798123,2.444650995,3.243969784,3.36323139,3.098815614,3.198129563,3.557740871
2.819740389,2.49785505,3.641698895,3.400541596,3.271243839,3.61002573,2.944859557,3.273289101,3.137452861,3.965861367,2.659382891,3.721590906,3.089861194,3.796717272,3.194311281,3.785491806,3.51457841,2.526657089,2.961318931,3.344541966
3.264232192,2.634873332,3.129627817,3.418407259,2.76855985,2.876108826,3.388534758,2.704195451,2.639916013,3.583757397,3.758951273,3.894074013,3.973209385,3.326015835,2.648392105,2.591597581,3.076387003,3.99100063,2.959556335,2.860396877
3.366552167,3.879653659,2.856166579,3.706446844,2.898653919,3.894412391,3.206971922,3.98597928,2.334679627,3.21706727,2.553188667,2.44487925,3.387682354,2.968858926,3.058249318,2.383172842,2.389034105,3.782771201,3.690658582,3.280900244
2.620713285,3.119346189,3.426156667,2.886374262,3.904540535,3.914927381,3.934628956,3.074920678,3.561609264,3.231577559,3.549759438,3.18431106,3.824707458,3.590032599,3.250579126,3.327256185,3.994295692,2.937869576,1.531944978,3.688146634
3.227846189,2.361401157,3.798975798,3.512866174,3.467038914,3.295492202,3.95609899,3.848376365,2.270322951,2.967815748,3.709228158,3.665516439,3.399064944,3.93992854,2.42863315,3.866499639,2.579923098,3.046940703,3.708079024,2.753082784
3.153498086,3.442110038,3.451637001,2.68899409,2.745361485,3.040666276,3.68219558,3.142724831,3.205981423,3.68978989,2.663981588,3.787675857,3.722037222,3.064641583,3.735843502,3.718534899,2.508411074,2.450604194,2.278147766,2.93913435
1.878559503,3.450703482,3.00192461,2.347406362,3.261085797,3.401972441,2.935948013,2.5156942,3.843299475,3.212833956,3.351117297,3.303642642,2.538076692,2.025722193,2.721912038,3.352405731,3.105262328,3.5712001,3.883370731,2.970055402
3.226759837,3.908031538,3.035857141,3.642766301,3.238870058,2.470372607,3.272476946,3.890333456,3.235251963,3.123417987,2.594368089,3.057216732,1.732472096,2.297409182,3.677058389,2.765447918,3.475228901,1.456670639,3.462058435,3.252418244
3.12477226,3.466804125,3.888827961,3.471998185,3.245942198,3.982649534,3.569025974,3.496310726,3.233203416,2.805154157,1.842900336,3.077297907,2.714807094,3.61728493,2.305427213,3.169404029,3.829676608,3.077380369,3.357595994,2.498697686
3.779201364,3.752661067,3.348641517,1.7646844,3.063321034,2.977811429,3.965777007,3.459484985,3.796989639,2.932958238,3.054532692,3.748804084,1.679782054,3.690883546,3.498048195,2.827655197,2.153700317,2.500580428,3.637289286,2.783883802
3.417201723,3.937690105,3.102253901,3.571937509,3.907419092,2.555868155,3.342890608,3.791878045,3.400067877,3.637963012,3.520219631,2.944693125,3.940226817,2.585441031,1.560981046,2.487324338,3.34614014,3.651155149,2.932682603,3.713198422
3.225493362,2.585796055,3.600001921,2.13797413,3.435588678,3.228621348,3.277416665,3.513142552,2.227943593,3.345545965,3.887524855,3.480754615,3.386608111,3.079784261,3.512740446,2.925180429,3.2652047,3.919623176,2.623819411,2.297097727
3.722983528,3.093055064,3.665974357,2.922197838,3.004960206,3.659202612,3.724994149,3.145153885,3.176066177,3.604540608,3.642547597,3.907584646,3.713732692,3.843854583,3.488075827,3.193286329,3.507856867,3.132429573,2.299794658,2.587337249
2.566755126,3.162221213,3.756187837,3.735451833,2.927346521,3.271887753,3.483046665,2.540897734,3.698194431,2.922386914,3.727687744,3.072762686,3.554576475,2.026293144,2.792185012,3.362286941,3.608135116,1.520759547,3.146741697,3.123223474
2.940484883,4.007615867,2.297734524,2.448040837,2.448137213,3.053804743,3.69825389,3.134710383,3.122916072,2.915782361,3.398389312,3.895199067,3.105575616,2.782762655,2.571306116,2.167516064,3.945214001,2.074997611,3.604500482,3.652839225
3.278009863,3.153175088,1.841240476,2.779211659,3.714255397,3.62867501,2.910308674,3.368456364,1.701861139,2.465683869,3.014408906,3.317295627,3.418955613,3.804545784,3.708373965,3.602361866,3.527990928,2.116783975,3.784714734,3.927602939
3.478646157,3.663930094,3.199286722,1.921708421,2.714948384,2.559489981,2.535683839,3.130522123,3.626034253,1.8175008,3.139095473,2.695863958,3.963571129,3.480662655,3.575473674,3.06862444,1.798961291,3.846870717,1.969261968,3.4693072
2.004374274,3.997122648,3.301261442,2.947655176,3.305116027,2.719191802,2.937776642,2.454372591,3.020046455,3.509822391,3.428451988,3.079875676,1.743300485,1.88651514,3.022730407,3.591338151,2.895017206,2.82842506,2.305419848,3.586806167
2.137435677,3.158226428,2.904918659,3.364377473,2.657530203,3.456675917,3.337796712,3.150266024,3.637888613,2.850949197,2.806234466,3.982021176,3.206906551,2.100802152,3.666374218,2.013991109,2.943948221,3.325753639,3.257962995,3.514624141
2.800556807,3.484659573,3.019062606,3.218104968,2.270799895,3.198665417,3.044174099,3.45498338,2.775982648,3.478481799,3.690159001,3.098909699,2.43246419,3.834351571,2.364450928,2.357763724,2.113147746,3.080150686,3.091210047,2.603928398
3.338832828,3.721561265,2.550754901,3.310137172,2.815035244,3.180546315,2.991371335,3.655697145,2.449499366,3.213187225,2.971812717,2.900571779,2.627240672,3.513415114,2.81787336,3.190175871,2.975855309,2.11516122,2.164353559,3.431828306
3.404006383,2.965473572,3.241626147,2.499226415,3.099928444,2.867091853,2.407705418,3.428300209,3.082080291,3.643762773,2.77001506,3.111049973,3.385639075,3.114996011,2.900966059,2.238609755,3.760485916,3.090211298,3.038388339,3.515375
2.863004071,3.779779326,3.590516182,2.791563414,3.636462169,3.927304922,3.4219364,3.198407694,2.833277962,3.537244847,2.130480627,2.713534415,0.958129018,2.988909952,3.120380211,3.2690429,2.477016801,1.609479582,3.60941598,3.44493657
3.636810546,3.03214195,3.953334063,1.77295706,2.969732865,3.171513886,2.94867085,2.832950014,2.099780665,2.902286961,3.302671979,2.289890074,3.650026781,3.787201824,3.868154854,1.430538779,1.438627148,2.523164904,3.011394763,3.608189625
3.390203777,3.593242042,3.546262221,2.135821611,3.522312438,3.277757254,2.042895084,3.27493152,3.598984372,3.78571565,2.157614726,3.632254367,3.763970697,2.876482339,3.306131648,3.777117326,3.171631066,2.55126597,3.704050844,2.092893055
3.0198145,2.983965506,3.657865396,3.597039751,1.874608841,2.644778772,3.070308345,2.631178928,2.476721326,2.439098616,2.97975131,2.787195568,3.816073214,3.162867097,2.019824854,3.275902289,2.984284133,3.886224869,2.914339826,2.960420595
2.024120207,2.786706766,3.256911382,3.176376604,4.003774836,3.337081677,3.325360406,2.736224694,3.102839768,3.668005868,3.537981402,2.878575773,3.849890837,1.844058111,3.608634428,2.824931385,2.972229349,3.525151084,3.534946929,3.61225271
2.117851777,3.381196807,2.790390959,2.84361527,3.362039227,3.783538156,3.53767319,3.936619577,3.441484566,3.870895638,2.86103473,2.495087138,2.961737458,3.186978111,2.564838228,2.192672966,3.024699651,3.209152272,2.490357413,3.455956066
1.884961403,3.542932133,3.255060582,2.98905992,3.535226953,2.124608188,3.356153323,2.988773313,2.908961997,2.817853842,3.005167144,3.256926493,3.389899975,2.00055952,2.208011059,3.488932344,2.403907093,2.639175907,3.309043078,3.289285851
3.449374836,3.39145506,2.957314825,3.616484832,3.771340321,3.834052353,3.778793936,3.311509303,2.847298617,3.876003056,3.750354694,3.077010416,3.935228353,2.93674583,3.191805776,2.139372884,3.766339699,3.543680134,3.066065444,2.611527722
3.099222512,2.191476569,3.705341876,3.797275202,3.855093165,2.169726365,3.750672362,3.645849933,2.546826721,1.874402567,3.851675967,3.475865185,2.522093861,2.971048456,2.322428141,2.618003017,2.861419741,3.531338992,3.234758543,3.243503056
3.628590898,3.021436879,3.71341533,2.797494907,2.321614192,2.449272468,2.250008327,3.190260953,3.1446464,1.611378033,3.131064982,2.835466339,3.431003885,2.863762728,3.838547294,3.871053438,3.298012816,3.574779291,2.613658079,3.592624189
3.91882785,1.165504272,4.003231311,3.945295864,1.948828208,3.151976942,2.644687129,3.709443434,3.213846952,3.726288098,3.082714212,3.192305006,2.937766562,2.988609011,3.475113998,3.40010645,3.029597612,3.020226812,3.204722233,3.872804239
3.712277599,2.871484143,3.901897065,3.810113348,3.366047666,3.261301073,3.236908953,2.852895906,3.006019896,3.087650477,2.91025386,2.111270696,2.696183636,2.53232437,2.908350613,3.497866792,3.6101424,3.605290039,2.458724024,3.438672364
3.321276799,3.472247574,2.951405451,3.62477777,3.614704674,3.268673342,2.424350552,3.906974802,3.609768048,2.384205903,2.971020484,3.483453836,3.398804958,2.277961765,3.495574641,3.912207109,2.073975283,3.189720293,2.732065036,3.784770049
3.618889313,1.97185379,3.834127719,3.482483924,3.123496651,2.812111259,2.821771097,3.216665203,3.795322413,3.511865655,3.624589717,3.690417959,3.442633412,2.03162628,3.40994784,2.441513502,3.031106172,3.017018807,3.092515832,3.527944961
3.490719236,2.84454032,3.576641132,3.444519364,3.587056019,3.298687151,1.466645609,3.190223036,2.854834781,3.675560996,3.642563375,3.303459121,3.293236682,2.723870707,3.112253107,3.559477155,3.339515825,2.686964692,1.787351431,3.59316209
3.301847917,3.076641823,1.669542292,2.821572098,2.633057125,3.636584747,3.062616716,3.732709311,2.267881128,2.926898006,3.00746412,3.553037451,3.342266942,1.80139583,3.421759605,3.10092668,3.403943168,3.220404119,3.481079033,3.47533043
1.453348795,2.788777381,2.415499869,2.328148799,2.538449769,3.923601736,2.630158322,2.698864107,3.1365832,3.968426636,3.320712772,1.878458535,3.765966221,2.80522013,3.252002675,3.804165686,2.775122952,3.345624791,3.876833099,3.596923515
2.552034448,3.35859097,4.009390461,2.684429954,3.774500134,2.824951411,3.748539034,3.854444542,3.690755642,3.6869152,3.953565389,2.946133784,3.824840038,2.733576583,2.598105533,1.936575089,2.815119899,3.716180471,2.74422856,3.1600903
3.262374294,3.707948048,3.790681676,3.233055336,3.327252141,2.379767284,3.369645672,2.967527743,3.684815935,3.459008874,2.916974928,2.823949476,1.928672078,3.351501442,3.45242129,3.382144139,3.326650572,2.559746643,3.581402992,2.984554427
3.928187766,3.344275154,2.597905661,3.399509507,3.133736674,2.853169907,2.449318132,3.396638432,3.177609056,3.77457541,3.43000219,3.63835453,2.801588238,3.450530066,3.461301241,3.123532036,2.188212766,3.525864364,3.017552174,2.712688566
3.051693773,3.749569243,3.911536982,2.21465906,2.563232605,2.89710863,2.088917052,3.18440949,3.487702885,2.278845356,3.690184581,3.60631367,2.91442275,3.696105167,2.649167204,3.047576452,3.395775077,2.388219366,3.427439935,3.388059641
2.244099934,3.553256631,3.22311262,2.489842826,2.83758717,3.280630971,3.231804607,3.061173722,2.198851127,2.848423355,3.013997015,3.562551138,2.002852337,3.559101781,3.303236505,3.173750275,3.026431007,2.006719245,3.400266694,3.463276119
2.832975968,1.891888717,3.777473833,3.609925985,3.445865774,3.047303709,3.43646213,2.959929411,2.244706259,3.643832714,3.562544661,3.2426015,3.316782328,2.478497885,3.644435151,3.680196561,2.977259618,3.607317121,1.647364818,3.801340359
3.043696463,2.174372743,3.004750798,3.331779973,3.725031305,3.864906347,3.342950414,2.764064441,3.028240743,3.558502111,3.352169582,3.22227723,2.458519859,3.081418535,3.303030854,1.989703911,3.567674376,2.841462707,2.645667345,3.400311379
2.46462989,3.874357024,2.565261606,2.5867812,1.856102678,2.270807014,3.956096181,3.91655383,3.778072861,2.475175203,2.501657242,3.251588005,2.94588931,3.487179474,2.833525278,2.949174557,2.60717402,1.820451383,2.894648624,3.44994051
2.847856218,2.542649976,2.066452803,3.111558206,3.065347901,2.43169563,3.431152243,3.248998708,3.35842956,3.291514128,3.545670328,2.954711676,3.045608083,3.178590324,2.981177832,2.697456227,3.979363022,2.481439892,3.342833671,3.762765013
2.291553505,2.014227775,2.718778269,3.141359231,1.81270813,3.723509515,2.225111487,2.862419655,3.333855835,3.24186955,3.366589009,3.127233826,2.027192937,3.454077592,3.477264277,2.388169475,3.583736892,2.956306058,2.586911076,3.447836289
3.179801353,3.922757265,2.952415016,2.96045352,3.176991048,2.331457312,3.597410279,2.436223409,2.382134975,3.833753007,3.654298607,3.683539286,2.875791388,2.308396895,3.219615101,3.255657061,3.478788799,2.269663787,2.99390502,3.398700378
2.342990763,3.921361777,3.664690812,3.355836028,3.526820517,2.64464906,3.765048482,2.369376331,2.335383696,1.954158114,3.81323356,3.439813646,3.305392006,2.843359848,3.770867665,1.963155714,2.368864158,3.074312328,2.38715765,2.991660332
3.946421179,2.420635849,3.766590063,2.358427285,3.440719705,3.785084198,3.809560085,3.524504093,3.508842947,2.588980472,3.080689645,2.613778753,2.363487511,3.101015157,3.234669038,3.62963862,2.862190455,3.518815285,3.515963745,3.456484768
2.019172958,3.20268016,3.74135092,3.256125724,3.617050879,3.744602972,2.109129712,3.951278582,2.920935733,2.106115391,3.645024403,3.498638388,2.966532771,3.953811404,3.514365458,3.090403545,3.081757984,3.290364749,4.016038921,3.833120862
3.625522765,3.915746403,3.296095611,2.79774677,2.893718552,3.369502646,2.623951698,2.916501794,3.802193409,3.827099163,2.266349546,2.558686892,3.386092108,2.881641256,2.123857752,3.346484537,3.20191094,2.540966515,3.259958949,3.602857644
2.722241961,3.664753892,3.820948793,2.236783824,2.706904017,2.638265188,3.565966941,3.28853839,2.887935772,3.421209485,2.333553532,3.578185296,3.938281218,3.541472927,3.448866421,2.222380407,4.018422637,2.604183464,3.076026768,3.163565367
3.852100054,2.910482677,2.16169708,2.754692493,3.558860548,3.575254614,4.035401928,2.519381194,3.090220087,3.791516989,3.188058816,2.800902703,2.785520765,3.359621926,2.267449068,2.502823669,2.878027868,3.754218517,3.937090358,3.17411163
2.342025575,2.780576726,3.594621006,2.910924799,2.585396931,2.63404905,3.493304465,3.464178725,3.625501158,3.024783719,2.85982523,2.956707343,3.472256993,3.568999273,2.948752371,3.367704313,2.964646876,2.811064237,3.598467417,3.382523356
3.16882777,2.493620312,3.07784957,2.922189588,2.813872982,2.978182482,2.726098719,2.566842897,3.139742751,1.82359386,2.84894137,3.828702229,3.816220722,3.016105541,3.730084701,3.530815651,3.311274059,3.003166798,3.564504515,3.786843919
2.877643495,2.515545106,3.746843293,3.65162906,3.949910029,2.68807292,3.746911865,3.591613306,2.895522837,3.171832243,3.544495048,2.078662169,3.00967507,2.642988675,0.923841423,3.670366489,2.878349392,3.697207452,3.893999123,3.380015272
