1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.765396368,3.652665506,2.482531705,3.085518525,1.638976652,3.010609354,3.603589816,3.568845984,2.437559279,2.431930207,3.747107526,2.649609455,3.10075417,3.768871643,3.511721656
3.233865992,3.454039951,3.148786646,2.39727576,3.61320373,2.584809285,2.983449125,3.631577203,3.717004509,2.178059793,3.539229035,3.252794409,3.956581157,3.624217595,2.675640271
3.511653363,3.374667625,3.35437909,2.415864028,3.44660595,2.482990761,3.448359197,3.853073656,2.468445588,3.754138503,3.700106161,3.396383025,3.723798975,3.601691294,2.903293588
3.431012714,3.623952202,3.769165369,1.63534298,2.437107584,3.91886271,3.315626694,3.65565966,2.760417965,2.664977232,2.972378078,2.156385979,3.553887162,3.924718418,3.252968845
3.666055702,2.497305706,2.082949157,3.792572787,2.243237653,3.322809754,2.749448042,3.637017501,3.491851456,3.331207838,2.890005874,3.162530285,3.090800274,2.685210193,3.607891109
3.612958851,2.801643023,2.840477798,2.387647551,2.783181585,2.385678028,3.768525891,3.099689216,2.895606963,3.823432698,2.880015405,3.456098292,3.95954137,1.430050556,3.82702341
3.749308693,3.554237995,1.990991047,3.563524252,3.725573315,3.048676758,2.437053611,3.035867451,4.001279198,2.291146101,3.532338494,2.639629429,3.750408088,3.878653106,3.40010647
2.661119712,3.018637606,2.567557412,3.771336889,3.37293195,3.719335041,3.468130153,1.779088672,3.954334155,3.878111286,2.790109591,3.594350457,3.0248911,2.090973008,2.144133422
2.900382212,3.69378028,2.809732596,2.71123584,3.182983422,3.886364472,3.421305302,3.605953075,3.331415436,3.820990188,3.352940586,2.951489451,3.14087672,3.777960765,2.204294727
2.545494601,2.852491122,2.744754307,2.366948562,2.460795094,3.792314133,3.19692024,3.199141012,2.80228392,2.928708588,3.995175848,2.789613307,3.011163278,3.243173924,3.651083965
3.294293947,2.26632236,3.379101745,2.66252635,3.699881383,3.397678764,3.321578494,2.858491036,3.563808482,2.721459034,3.448332574,3.329936102,3.732527864,2.664487471,3.290786142
3.692840947,2.435849862,1.878006547,1.913859711,2.969880873,3.129842907,2.79622317,3.050954368,1.644453253,3.571093951,3.579331163,2.472237671,2.162906996,3.315001603,3.325851417
3.758184061,2.710625196,3.622473466,2.834860716,3.993398562,2.966973548,2.612355597,3.491573826,3.805134262,3.681093928,3.247948696,3.703776204,2.722259589,2.637018624,2.938319967
3.842148041,3.597462274,3.439517339,1.192873693,3.060403502,1.950431797,3.64983773,3.381367647,3.641336407,3.316072227,3.086994582,2.911353754,3.427642914,2.624912897,2.891401669
3.453395201,3.882795297,3.335575938,3.916130006,2.698390869,3.659920934,2.380577775,3.312778653,3.351323018,2.515064847,4.001069912,2.866632353,2.700914463,2.622015953,3.789834613
3.203502014,3.722710832,2.737833313,2.96840986,3.407305245,2.413747259,3.560985719,2.885788531,1.997053921,3.698907228,2.124736341,2.985593784,3.040543705,3.985672582,2.828528502
3.445025226,3.136713625,3.514451639,2.783051015,3.446533679,3.351514643,3.557762185,3.528599005,2.707246783,2.47476207,3.193031345,3.348610857,3.669746704,2.848793104,3.774148933
1.788987766,1.542866927,3.131778226,2.668429188,1.974903412,2.686307306,1.934575907,2.443999994,3.250049784,3.113258953,3.361745847,3.260264174,2.522814285,3.379274457,3.196945441
2.850767858,1.443114334,3.05932222,3.402987561,2.942839124,2.923793525,3.317910614,3.167925908,3.612459191,3.687061334,2.736849522,3.328506301,3.4646122,3.023169615,3.362353732
3.568780711,3.021018858,2.90580949,0.98722424,3.887676439,2.928154423,1.651569166,3.01406777,2.437787833,2.756746373,1.637239972,2.636450583,3.564858405,3.655311206,3.464576815
2.675118673,2.505037594,3.545119613,3.932437368,1.187998517,2.794153271,2.243572436,3.116934842,2.404739014,3.603011686,3.425736843,2.946774384,1.848592191,1.793016373,2.284943107
3.185826204,2.111873304,3.499108973,2.75368203,2.961997096,3.148180199,4.007933821,2.753125394,3.661636053,3.866875477,3.751203732,3.601387749,3.067891218,2.171943715,2.461566602
3.402971953,3.728278411,3.340520965,3.765537885,3.093452695,3.500294582,3.087674362,3.088335853,3.329641545,3.23703251,3.575888115,3.83394088,3.792160175,3.389954252,3.414014552
3.829100958,3.714305169,3.032164114,3.677187064,3.73240093,2.896312571,3.537638901,2.414649819,3.65430309,2.662782814,3.560072842,2.974508522,2.532856414,2.322414918,3.116708361
1.124571616,3.304164545,3.343122907,2.933206495,2.804647955,3.83059403,3.150449896,2.973415868,2.683973918,3.24979969,2.932678825,3.773577954,2.620988152,3.221101804,2.18479549
3.569761819,2.966443219,3.516262149,3.752355919,3.407092031,2.983870245,2.970686619,3.486292729,3.597202935,2.4126261,3.285719353,3.808266022,3.977832368,3.347321066,3.836089449
2.402863096,2.807255265,1.606367864,1.830549843,2.833988255,3.371971916,2.96347687,2.857043451,3.700272587,3.1490551,3.111894517,3.304767203,3.819249731,3.830231016,3.343276956
2.412747446,3.641684187,3.401178979,2.781898401,3.162182991,3.79200935,2.991785599,3.265923559,3.947603252,3.552042119,3.445681721,3.040205263,2.860917445,3.142317629,1.532921127
3.808401113,2.628168985,3.516285092,3.310818978,3.561796743,2.777963197,3.977242003,3.833214332,2.67163028,2.164204257,3.866871385,3.32128451,3.39187613,3.460833479,3.099386333
3.057970661,2.219235304,3.269072148,3.563806135,2.965783178,2.417993596,1.908340433,3.86184048,3.328435255,2.784797327,3.264423395,3.406590088,3.568293895,2.368347323,2.88919747
1.726627297,3.395231538,2.187372578,3.100635211,3.803128548,3.829710875,3.499631025,3.349116409,3.569269353,2.646536898,2.910290524,2.923275307,2.49554767,2.737477046,2.261162516
3.146190366,3.007938399,3.202442309,3.324674753,2.895119228,3.233887838,3.05298569,3.716239172,2.949000744,2.618959167,2.327197906,2.156834474,3.435978319,3.151475169,2.647901155
3.092524599,4.011708905,3.869614973,2.311836936,3.599680117,3.069018493,3.668145993,2.145437137,3.088702256,2.186197564,3.055314802,3.361770311,2.814182634,3.951217903,2.348517339
3.565462728,3.430627399,2.291060436,3.326250957,2.40620456,3.327098869,3.024751268,2.090151452,3.221776265,2.509260301,2.864499855,3.708001413,1.903508629,3.950458148,3.812235566
3.699911029,3.502004391,2.804208322,2.92516417,3.326407732,2.653418598,3.181372075,3.409831634,3.797763421,2.987754799,2.792393961,2.43321305,4.00426983,3.491507909,2.316940187
3.313906652,3.342249279,3.723861345,2.83390444,3.148242482,3.940776215,3.410640047,3.102690369,3.940745943,3.607227122,3.799634036,2.979104441,2.790854577,3.391322142,3.386496287
3.934060652,2.223990857,3.199962352,3.873826478,2.703072648,3.545203458,3.943679619,3.111375619,2.619904833,3.045711026,3.030620882,2.27031545,3.574627448,2.456403318,2.863602801
3.21945617,1.685046552,3.073068743,3.192684915,3.351011246,2.364055141,3.856487882,3.496959408,3.843601149,3.32020606,3.17269708,2.906348815,3.45552371,2.504613934,3.204551259
1.95122637,2.690927014,3.752017064,1.180520161,3.432258838,2.764601335,4.025865513,3.563484601,3.228133351,3.13293655,3.653335061,3.715479819,3.267522542,3.501789524,2.46242172
2.654806395,3.694188264,2.885701482,3.103632169,2.415490094,3.431606625,2.434756334,3.450292084,3.370825787,3.030658155,3.139918803,2.581344985,3.629247818,2.814139713,3.06050464
3.635211163,3.513988177,3.763312956,2.611528945,3.018796535,3.553870296,3.772619951,1.964272302,2.928844827,2.812332967,2.863294344,3.495595019,2.426058295,3.568703851,2.631002464
2.00452597,3.175225444,1.993446741,3.492936842,3.485731944,3.524258123,3.929516594,2.487626392,3.492147884,3.282194834,3.348116683,3.868478059,3.354993337,3.824062186,2.631662344
2.48655655,2.884760193,2.953416401,2.931853826,3.842464513,2.721733676,2.809621515,2.959391691,3.75909294,3.647028655,3.123119112,2.826794302,2.31213773,3.610593642,3.364868058
2.891173291,3.441908404,3.374748578,2.989890489,2.004779571,3.149703457,3.355805686,3.948038984,3.67909089,2.724309347,2.938706634,3.646936684,3.220992101,3.063424278,2.492046958
2.952837527,3.276133101,3.413621591,2.467756031,2.810511323,3.560556207,3.468204809,3.252345713,3.463221155,3.1578613,2.528842978,3.326298444,3.381619844,2.744222912,2.564137431
2.736474803,3.878493394,2.723135955,3.859434251,3.768869849,3.478356644,2.539374957,3.629438149,1.734201349,3.455804733,3.454801634,3.673536107,3.91601047,3.179922673,3.03610136
3.376077901,3.775522603,2.555682275,3.251095116,2.402459108,2.959781774,3.177265907,3.530675653,2.564103405,3.443431479,3.208273706,2.454696477,2.009852347,3.188686393,3.61910104
3.681394121,3.760149157,2.097999725,2.779414133,2.755923855,2.415432656,3.003125088,3.777801382,2.631748745,2.601529644,3.686157128,3.181432953,2.912325514,3.16613694,3.875103317
3.899855464,3.478915195,1.619565651,3.428969221,3.924027214,3.087779899,3.187459714,3.063155148,3.586652431,3.974891254,3.285847712,3.030868963,3.980478196,3.688063164,3.818250094
3.718830072,3.719753816,3.49022024,2.662651478,3.558184012,3.034148778,3.462960336,3.671116018,3.260705611,3.568855745,3.965382962,3.15175384,2.456510983,3.224054813,3.944769265
2.622152491,3.490183968,3.031190611,3.681205961,3.308545502,3.210187305,3.67158913,2.844783145,2.376403247,3.494804723,2.349968394,3.497849407,3.908242004,3.16943965,3.724093662
2.816675991,3.392790195,3.070723316,3.028275047,3.975832211,2.55973375,3.62519087,3.85861794,3.418464198,2.159750051,3.939203437,3.878665477,3.244351001,3.511812481,2.003561753
4.009364344,3.280727464,3.061215773,2.77943619,2.354398167,3.875803888,3.249092077,2.899871297,3.075186008,1.585795052,3.365777469,1.620908778,3.068282546,3.398032408,2.754394968
3.737599602,1.694982715,1.741135678,3.117907654,2.565896342,3.059654272,3.177634122,1.957809721,3.628054912,3.326223798,3.502390531,2.99836697,3.089184213,2.844645792,1.6032216
