1,2,3,4,5,6,7,8,9,10
3.470662608,3.161463927,3.131423226,3.461558731,3.601804629,3.195856622,2.773766533,3.715935138,3.228661653,3.025661797
3.501735658,3.281440369,3.082413688,3.427454792,2.321959152,3.480431263,3.708002239,2.341463941,2.179024427,2.611725394
2.188978095,2.65730096,3.313554846,4.008743295,2.699176244,3.204457189,3.040750587,3.353710959,3.436370558,1.887687175
3.388375866,2.408544168,3.87421516,3.639265048,2.554092632,2.766627007,3.331626919,3.3114668,3.919341245,2.468251714
2.874283572,3.748059786,2.567641945,2.791523482,3.810868815,3.487862978,3.838723312,1.915458627,3.824684141,2.482904329
2.47774327,2.65354966,3.086830187,3.251854231,3.232898738,3.079610238,3.128730106,3.909126892,2.923336214,3.437983027
1.88143384,3.634691259,3.111406169,3.64846303,2.080550076,3.504434019,3.105982921,3.258283421,3.083762801,3.836599075
2.966515909,2.591734202,3.683295086,2.572899609,3.45802613,3.476519627,3.287355326,3.332246294,2.329741316,3.156763218
3.87867998,3.484179054,2.747516745,3.178894897,3.883710847,3.17398096,3.255102078,3.736253701,4.018998561,3.144203624
3.767694317,3.341888461,2.832883671,1.94031936,3.490951242,2.63897481,2.947845073,3.063804458,3.506856797,2.536096561
1.469139298,2.979513786,3.582103885,2.477112053,3.875874289,3.119561099,3.967318642,3.515062872,2.332787925,3.59875783
2.201552479,2.280913466,3.678501479,3.357524894,3.909972745,3.689101698,2.147809783,3.300504892,2.421879743,3.029685328
3.041783994,2.903278428,2.689341633,2.39082702,2.946575828,3.561043063,3.192821617,2.690139684,2.078629136,3.029771315
2.143045901,2.767219054,2.926687711,3.844252935,3.391205127,3.46355338,2.998313915,3.39037762,3.64672047,2.619645448
2.445405695,2.892259248,3.435441306,3.593711791,2.995753178,2.37509398,3.841968334,3.175483198,3.718595009,3.059294738
2.638465155,4.03036377,3.973025399,2.610332495,3.468039955,2.920723304,3.429213027,1.682310629,2.878878532,2.241986579
1.793385848,2.667534884,3.809728471,3.878359984,3.148261748,2.671399721,2.634358479,2.721806609,2.375504884,3.693450805
3.079864259,3.315091436,3.808509803,2.897139801,3.55539516,3.05192155,3.936992081,3.143152434,2.75878306,3.413083415
2.839993079,2.917784256,3.135293892,3.819008943,2.9906807,3.196788375,3.515002776,3.650458272,1.869428417,2.261295092
3.594832056,3.649874819,3.559683974,2.793467393,3.584337961,2.800967799,2.860590199,3.17854602,3.686384947,2.961391851
2.6460928,2.456816968,2.466318877,2.212151196,3.908702918,2.90249491,2.89078874,3.421498162,2.453536324,3.885615445
3.469549397,3.128398188,3.579888419,2.10034607,2.524310048,3.228122882,2.496999319,2.991420354,3.524699469,3.583145876
3.941070532,3.349861881,3.506201436,3.431605545,2.989229206,3.805775036,3.332396602,3.460062885,3.310037898,2.771770512
3.008543659,1.513729013,2.891974886,1.772855333,1.897802275,2.901090526,3.857113827,2.829531819,3.366503512,3.804276705
1.954490215,3.105092386,3.587908875,3.69702647,3.273964693,2.937846447,2.387998489,3.605502236,3.643431304,3.118636904
2.794287405,2.542990952,3.540895136,3.488863706,2.850146805,3.533981449,3.919417144,2.907942283,3.94133309,2.576164602
3.544236313,3.460514344,2.039669175,3.784263042,2.356123761,3.411268701,3.261155898,3.404000582,2.661484662,3.601751778
2.777268882,3.925271739,3.852473878,2.632123188,3.264963841,3.586000063,2.419332893,3.579741944,3.53496371,3.859590767
3.304277737,3.714701853,2.92045793,2.29227378,3.028976269,2.234124655,3.426620654,2.93218718,2.96607809,3.317472654
2.994194116,3.241881037,2.561187622,3.642429948,1.349412041,3.421058177,2.821758527,3.0710814,2.913290409,2.580978468
3.779095332,3.335601425,3.77836558,3.856476933,3.722206706,2.889613289,2.608219079,2.426137001,1.487822035,3.973394964
3.315851536,2.640791034,3.711031562,2.297531539,3.21243864,3.961302189,2.520498147,3.18764822,2.861769754,3.603118499
3.112378815,3.533713024,3.534787356,3.584875413,3.774429326,3.858288142,3.280182145,3.87247707,3.32402809,3.914760419
2.995574345,3.542257892,2.839856752,2.641617164,3.54110672,3.147470144,3.416288897,3.494025629,3.218780729,2.904296696
2.440997067,3.540766584,2.660023208,3.601618255,3.67876192,3.449110744,2.833924079,2.98401555,3.566870723,3.380018793
3.545701255,3.062051723,1.932020767,3.76382807,3.092088387,2.648424012,3.232347064,2.365462349,3.068079944,3.604936827
3.799042398,2.38912659,3.147362143,2.877910656,3.392246037,3.673346319,3.605224631,2.996002741,3.798270811,3.878208869
1.895587224,3.567905923,3.296546951,3.45652189,2.364872366,3.196461451,3.566654135,2.735306422,3.115793431,2.799289154
3.614869752,2.30650954,2.207136555,3.570823175,3.076011451,1.941752101,3.669804075,2.151665393,3.765021539,3.41759848
3.402261888,3.595118487,3.333673796,3.847451265,2.924857309,3.946281651,2.489228819,3.550318306,3.449511857,3.567378531
3.919987135,2.214072557,3.716273673,1.784732499,2.695712582,2.72280927,3.328246683,1.789696099,3.894356098,3.448794137
2.933544923,3.292766021,2.897088467,2.618631261,3.282447416,3.41172026,2.791812345,3.190808718,3.773207721,3.89802262
2.245325131,2.327057478,1.403061619,3.917996286,3.561905761,3.705686347,3.356171364,3.34502325,2.794868623,3.624361845
3.318720918,3.923888324,2.218045303,3.490176445,3.25271401,3.536129684,2.496516126,3.142570668,3.556417023,2.460627863
2.666407405,2.932543059,3.337264721,3.382625692,3.948118206,3.650283176,2.772264577,2.877650284,3.291515337,1.796037965
3.444726762,3.021173072,2.767101334,2.724219325,3.815551338,2.742017172,3.858945975,3.92484227,3.461423036,2.786911965
3.128864767,3.649082889,3.408721133,2.829916529,3.117143573,2.726383053,2.339729283,2.756244047,3.719667636,3.688717434
2.166828298,3.214953699,2.917412033,3.681633138,2.076128662,3.353166055,2.834246099,2.773036255,2.894791652,3.506745266
3.952998355,3.11494726,2.988845193,3.100031735,3.204752579,3.447210275,2.649934578,3.249980468,3.446350872,2.821587918
3.982591303,3.737582944,2.29494608,3.708128099,1.607861035,2.526030199,2.703847054,3.61435832,2.226022786,3.535140369
3.416510955,3.065151738,3.170902399,3.449281823,3.69136922,2.931730472,2.435328513,3.686479207,3.128117792,3.702425801
3.812093145,2.310608139,2.96216917,2.989373189,3.771115921,3.586258925,3.702100047,3.716563819,2.506029578,3.33356157
3.680722768,2.013303401,3.851595263,3.385262401,3.476207539,3.595347731,3.443263404,3.595276097,3.34303807,1.95685741
3.688007638,3.644698758,3.563165879,1.830140235,2.897286316,3.571267825,1.618895504,2.911641762,2.991824517,3.141446355
2.626128268,2.934784139,2.337371194,3.45747445,3.18579579,2.627967677,3.527998424,3.709820588,3.407669044,2.271487397
2.77516379,2.205268834,3.785659861,3.05886518,2.842679247,2.565460247,3.21217153,3.238694961,3.589298957,3.664373028
2.999009524,3.677600537,2.576986533,2.297661635,3.994223926,3.742112436,3.273039462,3.027461416,3.002884357,2.701091804
3.121562139,3.367323794,2.712935973,3.259732195,3.541657835,3.371964435,2.987985146,3.459946257,3.811999212,3.648962858
2.912520813,2.116245909,3.159083201,2.307284912,2.993611754,3.50675987,2.554862993,3.140186318,3.327304051,3.826546489
3.928615112,2.35050005,3.12150023,3.92188917,2.905223522,2.004956715,2.979656719,2.810261405,2.900501677,3.682583294
2.434583986,3.141158802,3.752151936,3.757467434,3.824626215,3.382388371,3.620231691,3.284125763,2.702045355,3.406285605
3.755925172,3.743675665,2.942794379,3.480450789,3.594060836,3.10281632,3.028672152,3.821485503,1.819541512,3.271732619
2.572947118,3.204596708,3.73931768,3.133223082,3.254298478,1.974203176,3.367238706,2.475082224,2.900224051,3.511333789
2.999715308,3.590454601,3.022825512,3.293622003,2.947744,3.408271207,2.913573949,1.924454927,3.354994558,3.142560623
3.460864159,3.693152561,2.214041168,3.967878836,3.777701693,2.638615634,3.512098646,3.457406742,2.320916665,1.92548242
2.783905985,3.37666753,3.031322334,3.284611432,3.943423123,2.42228332,3.453054957,3.569576683,3.006322285,3.256349881
3.000342859,3.687022098,3.901928,2.981132664,2.109882114,3.097966332,1.662351263,3.779007468,2.870704546,2.915293921
3.757244094,2.811772787,2.989573294,3.336197634,3.24200245,3.513394252,3.627820383,3.432017675,2.731180872,3.059136581
3.53445545,3.460235916,3.895999601,3.17551209,3.518817705,3.008176201,1.868341182,2.929771967,2.693189837,2.115837152
2.538192495,1.616430026,3.322596158,2.982654629,2.335477455,2.285867219,3.409428303,3.205161162,2.629595878,2.75672004
2.994793501,3.932651794,2.678688614,3.585628297,3.593799634,3.870028842,3.659449395,2.539484566,2.877877133,3.981208357
2.952663805,2.458117106,3.103403254,2.317117858,3.351176791,2.504547969,3.779504112,3.646701884,3.795608091,3.952342604
3.37939964,3.246104919,3.425102501,3.671041048,3.008972692,2.980590601,3.438374588,2.103303121,3.610777501,3.030777732
3.390284189,3.158730533,2.649309785,3.368253136,2.012676366,2.372281296,3.117011303,2.379618524,2.862671882,2.978878803
1.852456979,2.705280236,3.099235579,2.837818639,1.787607629,3.629197068,3.368925206,2.501568117,3.571172976,2.987149991
3.549266238,3.750446259,3.593951857,3.256773322,2.123242246,3.856836088,3.893739049,2.342875066,3.605102788,2.500872494
2.369413538,2.788338898,3.463598195,3.115023356,2.867386144,3.259131059,3.378466276,3.739897337,1.942888549,1.699784152
3.352572187,2.700091662,2.909189546,2.231472756,1.876133443,3.319197299,2.493465045,3.481524463,2.565714358,3.421359534
3.502170207,1.500642832,2.658217554,2.538568342,2.971240727,3.11295551,3.623552104,3.542806678,2.335168856,3.723122083
2.932996308,3.555290174,3.857152534,2.053738536,2.861903423,2.10041966,3.137568605,3.386501599,3.532532128,3.988748866
2.116925978,2.905720388,3.19263347,3.336807106,2.597563705,3.538343026,2.824138733,3.837649512,2.332666346,3.4535859
3.232321271,3.513444014,3.044410001,3.441982487,2.059695859,2.24814769,3.41743622,3.859721504,3.510334438,3.85512165
2.138125135,3.266163743,3.728367207,3.527239398,3.873763731,1.95761136,3.463442555,3.751647256,2.435201879,1.781253354
3.795524546,2.696321158,3.116519338,3.699567797,3.384570265,1.287182493,1.882768012,3.460039006,3.092522846,3.39655193
3.703929692,2.917832197,1.685153848,3.877543459,2.998652407,2.33965394,3.39161494,3.876496577,3.219617373,1.652491281
1.84956477,2.440510488,2.568944657,3.444135371,2.14934879,2.88274257,3.985431112,3.499173269,3.187110577,3.676589893
3.392635655,3.518169168,2.545964763,2.116321037,2.604149795,2.699943562,3.468273634,3.948010103,3.307353498,3.86652055
2.77458896,3.835463052,3.363220837,3.073825175,2.975099127,2.552312378,3.194268389,3.450505474,3.523938747,3.167367753
2.976657023,3.406124207,2.198544447,3.222039238,3.857723675,3.588787555,3.540678263,3.021854195,3.70278254,3.626908523
3.375971651,3.020385933,2.680468333,3.055632706,2.828578462,2.991155328,3.373421275,2.763876787,3.356543301,3.073004648
3.413491126,2.842207533,2.862639559,3.514993315,3.641073597,3.123597804,3.583829248,3.561357402,3.144230096,3.087175614
2.90089977,3.227278229,3.796908654,2.626919279,3.704963395,2.920368877,3.67246989,2.908305564,3.341660468,2.197974303
3.192609121,2.287756122,3.591299081,3.427553837,3.323515902,2.225263095,3.695693836,1.894275277,2.178082728,3.006321346
3.42556466,2.93111217,2.887143342,2.876887502,3.232797833,3.67310357,3.779582349,2.900157065,3.350772164,3.863331281
3.399360284,2.305782761,3.767762689,2.849676723,3.765694504,3.575643937,3.328652394,3.453616198,3.478729173,3.861570393
3.8040537,2.066482612,3.593150843,3.430313118,3.010800191,2.417311906,1.340706653,3.079239482,2.743452981,3.5697452
3.618876736,3.040342766,3.613522589,2.134316333,2.630091677,3.183043247,2.834322368,3.859043815,3.023947329,3.396184728
2.996073113,3.59834538,3.251384855,3.620928064,1.633493982,3.770770028,3.86867598,3.597831205,3.179151141,3.101694732
2.892173671,2.543651756,3.321084873,3.526989836,3.314098626,3.54533648,2.837458353,2.343324051,3.620072522,1.988103891
3.307448172,3.540074672,3.319468755,2.330781408,3.096614121,3.680949913,2.737536773,1.4466702,2.447181707,3.326730071
3.538096044,3.218587931,3.546839218,2.725067939,2.849719413,2.573340815,3.077509323,2.804378578,3.521793085,3.413780752
3.430938681,2.663857078,2.940369718,3.145514252,2.9715706,3.7030976,2.635968415,2.576418427,3.871450961,3.923445859
3.548164375,1.258815467,3.529844798,1.654127521,3.760988177,2.565672228,3.00388015,2.176277564,3.479472743,3.921190617
2.632040862,3.829546846,3.053608694,2.788159292,3.206964399,3.789527776,2.172551444,3.010382539,2.282598991,3.21520769
2.19164781,2.291126732,3.619112067,3.649353751,3.700937087,2.18858919,2.93250807,3.243834828,3.117554276,3.987238807
2.598460696,3.15951428,3.932059448,3.625823812,2.75441325,3.907314305,3.424759859,3.662505924,3.156736692,3.37531795
3.815157898,2.914695208,3.712749054,3.770040541,1.646624076,2.579569622,2.476170943,3.34321842,3.523100756,3.071930354
3.035086968,3.440053627,2.761449686,3.554397369,2.418627582,3.894386645,2.803965264,2.247111979,2.228181849,3.692209272
3.129521543,3.610029327,3.004606362,2.165643565,3.770493382,2.62295711,3.986053067,2.78485104,3.479701392,3.128505357
3.844674074,3.771203492,3.26906321,3.599712119,1.867061964,3.465325765,2.566681348,1.768004804,2.722624792,1.964160815
3.834509883,3.666768517,2.666657056,3.750569506,2.699232898,3.786302122,3.586884025,3.530342092,3.760879666,3.339377494
3.582710436,3.920746472,2.796251439,3.122717695,3.277090546,3.735328646,3.480540442,2.813895424,3.838759216,2.965351091
2.575643088,3.220974311,3.095769206,3.014703815,2.344879769,3.191344343,3.37662496,3.309214865,2.791527553,2.745838919
2.865492689,3.596401691,2.737557179,3.756109248,3.744309051,3.193560789,3.7912213,2.167943325,3.555488302,3.765221671
3.81382862,3.398232142,3.031282543,3.786593849,3.436149616,2.750514963,3.774837989,1.42401304,3.629883305,3.023400786
2.515864826,1.590494218,1.667599051,3.561993415,3.045344842,3.770513581,3.481444174,3.389870973,3.347081784,3.900598805
3.986548702,2.914196903,3.434600854,2.74540756,3.902476267,2.78514086,2.484971285,3.195695669,3.114261618,3.327270841
3.727070638,3.734878275,3.792633867,3.304583735,3.223606152,2.693093522,3.776820683,2.922668225,3.101384511,2.592656124
3.444513921,2.882433681,3.761784069,3.343919418,2.286360209,2.087720565,3.687287723,3.905250917,3.989192885,2.986916731
3.221604203,3.418102003,2.655726907,3.792984628,1.867121871,3.738072139,3.161163346,2.463852493,2.239937524,3.143660632
3.776576825,3.61128867,3.172364288,2.97943674,3.607562152,3.250683027,3.737351496,2.366974591,3.899202254,3.535891516
2.766457229,2.319877612,3.021506115,2.945219541,2.921964655,2.811237897,3.868751561,2.710313562,2.498212521,3.540720357
3.491717285,1.816223966,2.422817856,3.318759381,1.773806173,2.343202762,2.398733723,3.582022146,3.170571985,3.128570043
1.909574875,3.985672213,2.076648548,3.989977762,3.366947025,1.510258551,3.806415634,3.086681012,3.312839011,1.634056868
3.914487729,1.174862155,3.362495045,3.906352585,3.43805908,3.535261959,3.84577361,2.781748704,3.734047931,3.12761503
3.268716068,3.599464654,3.429921645,3.621636975,3.122374683,3.456581831,2.255233597,2.876998229,2.185100852,2.900229502
3.828562162,3.793753517,1.579143491,3.687584316,2.971691847,3.195514214,2.888685141,2.396067337,3.615614311,3.533179126
3.26546576,3.433347061,3.440032845,3.666281282,3.103686198,3.940861123,2.922862671,1.03112502,2.790523277,3.554932858
3.707788262,3.649847272,3.804757502,3.067543617,3.846728126,2.628771567,3.55051551,2.154043979,2.130308064,3.08858424
2.143605775,2.545209927,2.517113841,2.924548398,3.396217831,2.134633269,3.239203609,3.624946896,3.450470883,3.370046812
3.464101719,3.11715449,3.854265212,3.507313976,2.508454252,2.958541007,2.613155143,3.405157763,2.492777527,3.27145565
3.526150883,2.518324803,2.935688626,1.315417466,3.771222397,3.546631578,2.817722463,2.772237785,3.81378747,3.564634794
3.456283103,3.063268474,1.541743165,3.380636347,2.573365438,3.321068739,1.86351775,2.44052219,3.07804076,3.812184815
1.927762647,3.35367448,3.206014388,1.982953959,3.035664549,2.609815687,2.852846455,3.220951182,3.38918295,3.545816906
3.375735852,3.376278482,3.390585055,3.66038524,2.761008763,2.684876921,3.430622814,3.54745098,2.61612479,3.369420051
2.542970529,3.868580457,3.39033144,2.998257947,2.4739593,1.33908929,2.447410707,3.292581877,2.882529663,2.792213373
3.118055406,2.900359789,3.530509446,2.092508986,3.851839837,3.504775621,3.257543189,3.084362452,3.522416418,3.751797721
2.099208903,3.445444426,3.483926734,3.211689273,2.086001442,2.820883718,3.435848927,3.536629529,2.799649805,3.292869046
2.996144251,1.717164745,4.019301337,3.19644213,3.004047809,3.075345906,3.141392956,3.737175745,3.094516744,3.823865829
3.811389566,3.401480481,3.233848388,2.57807784,3.697083288,3.467937587,2.365077922,2.712767659,2.773448496,1.96097817
3.717137223,2.90483117,2.498910876,3.342355989,3.389577623,3.916037312,3.300823359,3.352017233,3.982691116,2.464681215
3.708734021,2.910952738,2.742463856,2.371480093,3.457046259,2.645213181,3.730273978,3.576795566,2.556103943,3.418868082
3.455244475,2.749167651,3.538544626,2.448999912,2.364040106,2.93816478,2.687302916,2.844348796,3.500783453,3.456628804
2.281531578,3.035692859,3.228301383,3.914104833,3.534238858,3.790354712,3.730733151,3.490947105,2.59065901,2.698094844
3.413713553,3.124169756,3.189415619,2.654519279,3.549891299,2.191296343,3.716646869,3.3125201,2.689728538,3.374296267
3.616970528,3.851161334,3.106019158,2.707315239,3.8292028,2.821510409,2.161165577,2.506286033,3.178350484,2.987562092
3.22934625,1.773280964,3.823203991,2.287048785,3.84818508,3.235852214,3.010135517,3.439264491,2.357236793,2.37059086
2.741080304,3.456185537,2.113574013,2.738254398,2.181208212,3.743876624,3.984773546,3.576722621,3.413687291,3.475874916
3.558881863,3.165407713,3.610708526,2.085254758,3.702211185,2.907317639,3.315846445,2.663111574,2.905142454,3.806327914
3.018166322,3.167500387,3.736256709,3.728025889,1.954206876,3.757273557,3.489358818,3.684370518,2.173084498,2.549466441
3.132119432,3.473073992,2.972756846,3.628778688,2.808946007,3.20217456,3.816214577,2.976835564,3.997006128,2.42367007
3.137865201,2.816420054,3.337041816,1.597123765,3.51282391,2.88020302,3.177082254,3.280435341,3.906546626,3.836330854
2.976579636,3.235276679,3.330472983,2.096811186,3.550378096,3.370055713,3.555130672,3.472336264,2.516475155,2.853677395
3.847340709,2.866391947,3.397241344,3.471527132,2.686099703,3.262839609,2.755334475,2.656291369,2.495936402,3.847841694
2.923450972,3.103040309,3.051371916,3.928211646,3.702727747,3.631371512,3.653125857,1.687446717,2.712400397,3.790644858
3.115231782,3.900064253,3.593246102,2.938111459,3.424824454,2.30337553,3.465875941,2.307405996,3.400181693,3.434249289
3.885348591,2.559274659,2.753434716,3.712817635,3.458036643,3.232869494,3.904923235,3.730694072,3.353797912,2.28680663
2.566041555,2.999337879,3.354834049,2.295155611,3.109493085,2.345838069,3.004821417,3.356825756,2.075919206,2.987071923
3.003050298,2.473374192,3.782326156,3.890209491,3.804131333,3.817746841,2.54629365,3.663402519,3.630594396,3.610113185
3.632502846,3.587339591,3.86312387,3.384598895,3.580749368,2.738275782,2.403440718,3.593339388,2.735046693,3.219337984
3.599085314,3.42756878,3.524878269,3.660281159,3.70184459,2.313785386,3.344787732,2.349347114,3.444010282,3.384546814
3.761638533,2.772424927,3.90938826,3.592653901,3.391474297,1.926496077,2.154115804,3.320880475,2.044892379,3.390238395
3.350969651,3.06478352,2.275253159,2.470487968,3.959006303,2.901962162,3.387602447,3.408459526,3.225742347,2.920677163
3.568704527,2.938336928,3.153940306,3.495284716,3.729323924,3.643817781,2.748119538,3.842438821,3.405103994,3.015757552
3.144696984,3.47709533,3.816467322,3.233340634,3.563749278,3.628301996,3.67600763,3.716253409,2.261580792,2.725911727
3.03315218,2.390994928,2.847101137,3.856303451,3.122388209,3.777055663,3.178795221,2.449401919,3.881573009,2.858073063
3.229763854,1.644182934,3.752014822,2.912168541,2.659433272,3.624923736,3.815710732,3.652485969,3.645574148,2.153820576
3.757684502,3.34311836,3.608840709,2.125689746,2.231779445,3.229225086,2.779070341,2.247232048,2.409654879,3.651309417
3.732705792,3.731014727,1.76342524,2.385717484,3.942199826,2.904474645,1.944520238,2.579674676,2.548571125,3.852195246
2.244453221,3.622534986,3.505093471,3.337643822,2.31768016,3.037605041,3.727953377,3.275633603,2.639595427,2.360247913
2.236341832,3.808485992,3.116566719,3.692490347,3.44349149,2.58644645,3.339484736,3.319256475,2.03308247,3.257392655
3.4924858,3.867533,2.905368517,2.954623378,3.421289954,3.37873198,1.847787965,2.863559232,2.888013559,3.086252627
1.936794082,2.418201641,3.756504411,3.019242601,2.946159014,2.458328107,1.86501031,2.835762438,1.698160431,2.495379113
3.410969235,3.904191657,3.193085018,3.658473236,2.458543487,2.663012839,2.993679117,1.719672012,3.176672631,2.150816801
2.479606071,2.420138898,3.805146647,3.12131442,2.562794471,3.286501281,2.951595597,2.891140112,3.589638874,3.877010265
3.463749809,1.574356034,3.295458778,3.502573916,3.047892231,3.039188908,2.901792769,3.03088361,2.715600836,3.683606823
3.391983581,3.643604461,3.831192864,3.923722017,3.656472395,2.774862689,3.316631815,3.803810503,3.275025032,3.599995471
3.973924198,2.70859241,3.607273227,3.061382708,2.542707252,1.717379723,2.209951277,3.620699665,2.963791068,3.600837703
3.11001294,3.670727423,2.817726641,2.803977738,3.106114659,3.412143892,2.801634419,2.719635582,3.184502637,3.243686387
3.440493875,3.942605985,1.760075679,3.093555718,2.594731776,2.824908389,3.887567492,1.756052481,2.539532819,3.875047907
3.850233457,3.524145934,3.686259438,3.547688711,3.64650333,3.821400887,3.061269124,3.189358593,3.111518829,2.941275168
2.62776621,3.695823694,2.647134882,2.521906435,4.007152378,2.142286747,2.803535949,2.793536912,2.741819258,2.998940621
2.624267004,3.271475387,1.556853607,3.439344574,3.929264829,2.038663517,2.733520093,2.326261853,3.30557906,3.733244611
2.936240029,3.549870301,2.620566925,1.578956666,2.424370924,3.30491762,2.942162374,2.053704348,3.763995998,3.489959064
2.226004132,3.594191036,3.329410731,3.418838411,3.056132089,2.662642971,3.900652233,3.930302431,2.468115749,3.719255383
3.344221629,3.820173962,2.868749327,3.355522053,2.19833487,3.701270222,2.862177418,2.41330356,3.748485072,3.417487016
3.563633111,2.981097194,3.851626788,3.117397996,3.058946171,3.309327456,3.671594928,3.229003953,3.066349435,3.677366931
1.474908646,3.076906581,3.214868019,3.133525327,3.680172026,3.53251715,3.465246056,3.071319743,2.497856886,3.648127402
3.55646979,1.572816374,2.733966932,1.325342294,3.084747842,3.345664803,2.616885109,3.469927013,2.034548566,3.417089321
2.507842942,3.240601762,3.178742959,3.089281468,3.784664382,3.550678183,3.521153807,2.911682509,3.107892914,2.395995116
3.899767361,2.924260631,1.463607971,2.607582429,2.021455482,3.605394227,3.61438959,2.561342322,3.864738333,2.200940893
2.463833258,2.234805176,3.135909048,3.800379996,3.697018841,2.985979195,3.382471159,3.351789571,2.545644742,2.921606796
3.713976423,2.524545081,3.660582349,3.880662098,0.910950399,3.76585954,2.697207648,3.588616848,3.452839513,2.024112479
2.917901195,3.262881577,3.209760297,4.020851997,2.201536501,3.903193844,1.99422987,3.458328946,3.303918109,2.529143999
3.155112013,3.728959806,3.762947434,2.999482613,2.433784745,3.597716689,3.341053289,2.806818495,3.729918111,3.984280137
3.149014656,2.470894152,2.409971395,3.273618019,3.068425681,3.220737846,3.489635901,3.906551521,3.830043307,2.70819485
3.749571736,3.371276039,3.307971944,3.661364637,1.875742485,3.695747029,3.214670835,2.644673447,3.820390831,1.9272728
3.842701148,2.934366407,2.845819643,3.503347386,3.502693773,3.473684691,3.882855144,3.849980223,3.111161653,2.223951465
3.608352789,2.492042401,3.835718795,2.421936555,2.727716997,2.594065212,2.430234567,3.36366144,3.094789633,3.469789919
3.374713769,3.9477365,2.81743533,3.381454533,2.212142916,2.755664424,3.901629092,3.550172518,3.312786364,3.092866913
2.44217725,2.050656695,1.969630323,2.417414389,3.563723596,3.349456722,2.632129136,3.525018509,2.4302692,3.518600419
3.67807131,3.106773934,3.463587017,3.753375574,3.612435648,3.283076278,3.120966356,3.900584184,2.718445928,2.129430115
3.38597303,3.74701028,3.870054524,3.433193028,3.34931361,2.999001925,2.65625659,3.736192595,1.99395688,2.647344676
2.219905229,3.57737112,2.32304834,3.784861006,2.5699462,3.675912482,3.284928761,3.731364164,3.531404685,3.835912808
3.104253472,3.716347505,2.918655054,3.528075928,3.525078505,3.105215262,3.347672864,3.889872751,3.625337284,3.118580476
2.226344568,3.560813922,3.404041282,2.741079981,2.847806288,3.059453241,2.673198678,3.593163807,3.684039418,3.543475246
2.991387078,2.430081045,3.703352966,3.710588308,3.239578233,3.355880019,2.67297381,3.108732565,2.819364851,3.303817492
2.502404498,3.458284684,3.148664039,2.644190459,3.153989153,2.470425465,3.597032835,2.585716618,3.740610476,3.88573423
3.679669051,2.40090557,2.707289251,2.676280476,2.61481858,3.34873004,3.094137172,3.327013616,2.586991425,3.50012184
3.443633397,3.387753169,2.738780062,3.120100468,2.134963661,3.64109471,2.498201497,3.114247088,3.763056112,3.803590765
3.377457004,3.386498977,3.830718769,2.721601297,2.693144549,1.196577809,3.481584754,2.9396491,3.618395857,3.170827221
3.964992025,3.381896255,2.32526311,2.828514771,2.982202306,3.553122168,3.919229897,3.667458448,3.786571111,3.325414496
3.390355241,2.001634622,3.81952852,2.839888079,3.054887104,3.250853541,3.513615035,3.156456346,2.220753699,3.430696682
3.260338924,3.017790719,3.337888836,3.560045624,3.160176112,3.028677784,3.693040003,2.975701554,2.740196778,3.2285353
3.600821892,3.27661298,3.183343054,3.705132919,2.966756457,2.655254382,2.791821897,2.430873193,3.370339569,2.90346653
3.134868313,3.498695357,3.815373426,3.251498257,3.45167079,3.382885489,3.514120882,2.558641763,3.294793355,2.760160994
