1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3.610363152,2.538213997,2.303220752,2.823829278,3.078293937,3.658886455,3.745388769,3.723776671,3.885475482,3.828371731,2.523913612,2.982482908,2.671638773,3.161338772,3.182779898,3.656477614,3.067828704,3.750021492,2.740861907,3.646401824,2.705595727,3.300744909,3.875481539,3.69824473,2.517607072
3.002804097,2.998822799,3.216376257,3.842336778,3.110608173,3.510638944,3.244748657,2.735646249,2.545377475,3.498423805,3.436488438,3.838832263,3.344191445,3.273846502,2.342252787,2.598925678,3.054376187,2.665904788,3.69807096,3.085887932,3.245074237,3.710179024,3.593027064,3.436054953,3.54490916
2.419728217,3.110186829,3.398541221,3.17116407,3.593494951,3.435885861,2.084042846,3.636728801,3.443834175,2.440633361,2.463004048,3.770665806,3.685090582,3.899725563,3.078465832,2.999127607,2.966196358,3.486100041,1.296281484,3.460453642,2.532981466,2.77174158,3.381610053,3.512603607,3.798408586
2.736394893,2.784309266,3.139762406,3.843554656,2.066532422,3.615201344,2.961268175,3.140395692,2.949074463,1.881341507,2.704629035,2.061082624,3.626517476,3.875707063,3.191114895,3.985873037,3.894481745,2.955091167,3.468124244,2.777421438,3.417692103,2.637622321,2.992813312,3.703607062,2.037399146
2.778429574,2.115495566,3.840029839,2.998230625,3.441399538,3.732190268,3.778451301,2.978929082,3.5955525,2.626966049,3.988425262,3.860092938,3.192065264,2.48347849,2.492382979,3.364609211,3.26599333,3.166483026,2.725344352,3.510511064,3.239012678,3.106302187,2.850432071,3.257136965,2.841064568
3.513495769,3.629021469,3.499837727,3.40601164,3.100495412,2.504846712,3.630212543,2.337685363,3.397600533,3.472180204,3.00399338,2.968764989,3.734081182,3.400033224,3.508297756,3.82740321,3.591259642,3.974654707,2.773912481,2.09169907,3.524033143,3.514901547,3.19084111,1.427312124,2.427619214
3.310148083,2.837609623,3.717181833,3.458298339,4.021143142,3.093389823,3.097160617,3.174767566,3.902340893,3.443344796,3.763184479,3.522871935,3.730165712,3.319979605,3.841411218,3.688953973,3.152642089,3.271822849,3.436251383,3.569276087,3.129623404,3.007551638,2.756689907,2.570034936,2.361393285
2.775246949,3.634286331,2.86254841,1.583115886,2.914193852,2.970388301,2.873798181,2.152512701,2.843391722,3.130624095,3.368330651,2.059907234,2.919898562,2.443277712,3.217706066,3.441857769,3.49995021,2.64261935,3.473197235,2.837331896,2.970390107,3.161839458,3.218054334,3.506075986,3.275495894
3.78946775,2.796742094,2.382389979,2.843073954,2.804052193,2.711515764,3.51686193,1.56049795,2.250618375,2.630576808,3.690973489,3.893400723,3.233433969,2.315299378,3.588031964,2.17776837,3.628984457,3.6667249,2.036729331,3.325302034,3.569064055,2.286950961,3.810149104,2.739745515,3.84391912
3.225177877,3.499220544,3.102578971,2.915857583,3.275178151,3.345593033,3.965074985,3.357090935,2.334244153,2.057882912,2.982846621,2.532968444,2.894720229,3.749016841,3.159267673,3.439334579,3.454748412,3.277363395,3.782323923,3.72282177,3.454678939,2.96824276,2.572879187,3.277322406,2.581038403
2.793756151,3.27328227,2.800581709,3.401050061,2.041229801,3.703750126,3.768214378,3.141684633,3.550183182,3.31318512,3.000553822,3.84542618,3.613487287,2.85994224,3.121264711,3.075782839,3.902600693,3.243429677,3.048244291,1.58230249,3.497239965,3.665802422,2.389996302,2.430632274,3.048711365
3.613537355,3.537948827,2.951346951,2.273505459,2.444130223,2.978793013,2.102769702,3.097679648,3.607372767,3.529905399,3.732213857,2.734205115,3.738021067,3.96959344,3.442066884,3.462615479,2.944653505,3.385799025,3.300860967,3.413549898,3.057408141,3.355521767,1.769746067,3.760037788,3.523571585
3.227060583,3.675345658,2.97202623,2.877826085,2.606580096,3.223585574,1.676759083,3.556201301,3.404922079,3.893587728,2.511041745,2.669380473,2.113417565,1.720585981,3.324077565,3.182329912,3.117549146,3.078454326,2.983407885,2.819898282,0.985603329,3.866264286,2.083353364,3.49606759,3.503144481
2.244661978,3.271696065,3.633607788,3.76245235,3.207042675,2.637803806,2.823166359,3.062255713,3.524569149,2.547823105,3.168696771,3.192083211,3.899145667,3.63036429,2.192433008,3.247384359,3.158268874,2.970868686,1.708100405,3.961627109,3.179821004,2.641814624,2.272764377,3.065653867,3.396570249
3.922992097,3.043419305,3.573303498,3.002694891,1.731508319,2.857141002,3.180562789,3.225131757,3.547891678,2.409795922,3.863837995,3.627120111,2.652932147,1.97837471,3.032009391,2.697374962,2.766996664,3.703124409,2.909116605,1.469849107,1.939275447,2.525662284,3.560326883,2.951841627,3.305091285
3.638949998,3.130555039,2.256427714,2.595497108,2.585138768,3.816859677,3.130499156,2.853853631,3.641016637,3.773697245,2.17125785,2.399977238,3.897756635,1.64293212,3.362271031,3.069289323,3.565264525,3.136827053,2.579083851,2.869872245,1.580285719,3.042370088,1.773011155,3.184116382,2.528167727
1.851875439,3.482224576,2.746043779,3.286315833,2.981314738,3.654952028,3.13982087,2.139306624,3.011555664,3.205405983,3.63313349,3.455432672,3.746119842,2.979446989,3.256886294,1.965106636,2.906498016,3.767891974,2.33260533,2.45940028,3.911074097,2.847058506,3.406980569,2.4431142,3.607268941
3.526893653,3.625259962,2.287555062,2.67885923,3.666758373,3.911639473,3.302384654,2.698928309,4.000508739,2.201385299,3.446151021,2.235931201,3.227208259,2.229687034,3.041737487,3.798835976,3.875184267,3.477263673,3.282691273,2.573948733,3.810369293,3.290700014,3.526277116,2.959907943,3.064807589
2.559360001,3.481774826,2.695303181,2.889654273,2.903252937,3.938554243,1.775743228,2.895743641,2.871850572,3.55518395,3.083718496,3.314610252,1.932801767,3.022196364,3.439198598,3.468853903,2.868434252,3.421002089,2.783993315,3.341083812,3.485780345,2.477790654,3.169891514,3.472094755,3.017498399
3.791551956,3.511380123,3.345320241,3.877910365,3.876262766,4.024794034,2.886762159,3.692684423,3.054292919,2.491892632,3.568648453,3.60768138,3.755937427,3.550154288,3.116431515,3.327246905,2.960020077,3.692370498,3.095564148,2.009985077,2.942256231,3.770183904,2.996472036,3.874186527,2.280489694
4.02894829,2.978978338,2.790779198,3.008203596,3.52040025,3.721199235,3.402200029,3.715724323,3.218502252,2.761659518,2.057257754,3.405594016,3.068289451,2.722200339,2.669112352,3.651310599,4.042389937,2.833193419,3.209309928,3.407698133,3.784129944,2.386584811,2.901381056,3.113439988,2.89031552
3.648001069,3.439258142,3.352676935,2.335087496,3.275388173,3.593316348,2.121421965,3.832159291,3.232145553,3.242158061,2.915198882,3.598943282,3.616531304,3.991584602,3.101638222,3.018015344,1.918577677,3.897393815,3.576620388,3.056023057,2.619551345,3.636236854,2.801994132,2.87909639,3.733424354
1.965614065,3.450624181,3.368737876,1.982684701,3.213320678,3.554176659,2.981348686,3.88151272,3.017805283,2.520228248,2.596103979,3.701984511,2.833015038,3.555936249,2.899645825,2.676417258,3.854715498,3.423489028,3.960856013,2.103199753,4.022318509,2.011620975,3.459161938,2.98714939,3.762301735
3.658748449,3.775744237,3.266107488,3.617103743,1.526225379,2.619418375,3.971795831,3.429715305,2.992967497,2.53264219,3.690494735,3.562336755,2.250029386,3.67382138,2.75629367,1.987378543,3.731910422,3.054429776,2.692334687,3.333761392,3.406423228,3.519225544,2.470358477,2.691959827,2.749051685
1.878075409,3.976543714,3.881565852,3.911340514,2.939050528,3.045289596,3.116221198,2.854768071,2.469423985,3.242352708,3.54438473,3.26458373,3.733675916,3.97221619,2.834588459,3.726774355,3.753993694,3.413783633,3.573473903,3.274920525,3.936975038,3.293173808,3.410420428,2.948034616,3.123873157
2.58523771,2.34288384,2.823030802,2.976650662,3.934632208,3.846993662,3.072835821,3.524343381,3.051851089,3.077549954,2.070851517,2.872791315,3.767053245,2.386506589,3.389883181,2.684218407,3.298954822,2.8437738,3.195474293,2.448872995,3.060726285,3.458385487,1.977360375,3.783971445,3.465636947
3.083323879,2.99774982,3.008322718,3.834709622,2.506724629,3.633021881,2.820957474,3.588690768,3.51553858,3.94904459,3.503062821,3.73537442,3.165320915,3.619856082,3.350134751,3.333969952,3.265203561,3.318664901,2.202085697,2.544719596,3.130504895,3.151177443,3.428675765,2.973349497,1.822102059
3.472332226,3.493811218,2.142852474,2.681173003,3.539350293,3.020955906,3.434641341,3.055615022,3.640600233,3.497602843,2.816509541,2.990549887,3.588439181,3.206901165,3.537988334,3.179531775,2.68685982,1.315207902,3.281012859,3.557297813,3.932151179,3.85557625,3.532580779,3.596988007,3.198868295
2.529827405,2.619675826,2.810223627,3.037182863,3.246226467,3.718197165,3.436836411,2.814344988,2.479013466,3.892093196,3.425714768,2.001820348,2.814071106,3.622977751,2.691908,3.267792546,3.25358389,2.84077828,3.233181515,3.328535119,3.287546687,2.365504954,2.92441621,2.500940033,3.421744972
3.631644883,2.866671645,2.252990382,2.380725376,2.833098448,3.465510926,2.722080076,2.605675936,3.200177165,3.457353772,3.472795671,3.264209887,3.994570917,3.073444738,3.940906658,2.593860523,2.839359558,2.931024951,2.606952584,3.522827785,3.829216332,2.883300254,2.792460199,3.044494502,3.090200652
1.686906997,3.683502981,2.945253217,1.954264519,3.150874483,3.596483332,2.815457448,3.260898336,2.981869866,3.453071975,3.897508328,3.478702073,2.781463791,3.482386383,3.750633442,3.336637844,2.357214466,3.722284003,2.699757643,2.278952908,2.807756168,3.608646485,2.594707034,2.372109708,3.473807959
3.525621224,2.970108447,3.137829561,3.507102455,3.354301995,3.415616071,3.474550765,2.454035805,3.544814174,2.925387891,3.184303509,3.264785961,2.2663211,1.498719251,3.664128228,3.741612079,3.231767886,2.258368177,3.435309116,2.126791228,1.957365709,2.772356089,2.764293472,3.786578991,2.208432906
2.602776534,3.253212779,3.869509938,3.460192984,3.538835731,3.363147302,3.525498007,3.249242091,3.982218126,3.960805746,3.612429358,3.560730066,2.917280112,3.402795774,2.854905801,3.132661344,3.668579373,3.732348718,3.237248768,2.01479033,3.852035599,3.310799241,2.516418259,3.559760409,3.361535262
3.620843747,2.55888676,2.181161216,3.177899829,2.794932152,3.88042151,3.51240259,1.463190404,2.017151085,2.907795544,2.7919197,3.151063658,3.721224691,3.254549074,2.355300557,2.331820605,3.168375311,3.920751328,3.422849836,3.561638861,2.861968715,3.709159368,2.621547716,3.599942873,1.633280629
3.137611157,3.4700433,3.801883902,2.739342953,3.105621358,2.857792386,2.218635918,3.958789823,3.159092174,3.327584264,2.346628221,3.294705654,3.930264382,3.66499704,3.196457689,3.10682603,2.644625127,2.476121324,3.071549927,3.468509953,3.748356754,3.851823156,3.651806576,2.547205807,3.400196396
3.945215284,3.08747855,3.165590056,3.283035488,2.292681532,1.879416529,3.610689602,3.105353224,3.819555626,3.814791319,3.036180584,2.904758862,3.858183408,2.785568918,3.70314992,2.924782552,3.045294243,3.310579564,3.36114004,3.302380058,1.553221074,3.221880668,2.968027654,3.197041902,3.736184774
3.192273031,3.955700137,3.350052443,2.937020813,2.252631871,2.861055112,3.643038184,3.633797952,3.557569497,3.42602671,3.58878544,3.070571121,2.659179682,3.114281195,3.767684178,3.419821873,3.169193326,2.965806977,3.805991041,3.261456115,2.141337889,3.79306579,3.217182266,3.768085928,3.823036129
3.437003393,2.819941277,3.288037372,3.456193787,3.518498164,3.098751513,2.730030895,3.488945607,3.951112448,2.930011644,3.844605726,2.777847726,3.531305866,3.923391757,3.940014592,2.870536466,3.740857606,3.377714978,1.893462288,3.682183316,3.01919819,3.962068811,2.905051512,3.078638056,3.668010242
3.258815199,2.418798637,3.740241278,3.527711671,3.870537273,3.611162016,3.586925706,3.232055319,3.180643516,1.737216997,2.707545691,3.995377216,3.196023511,3.700324137,3.94740761,3.496614384,3.019057644,3.810057623,2.791307667,3.226924994,2.532378375,2.142953097,2.447485143,3.749092726,2.477967401
3.794423454,3.360344914,3.981201331,3.163533161,2.311308315,3.56975397,3.929174462,3.123498749,2.184705552,1.337695728,2.700371053,3.161205257,2.652866448,3.672172157,3.244816349,3.292521542,1.134927828,3.607960824,3.500926476,2.904043112,2.426708536,3.416875753,3.057405712,2.433340592,2.412701891
4.038511037,3.684282268,3.077490793,3.594064372,1.375935501,3.40945886,0.714999244,2.820951677,3.683076671,2.927525382,3.800916178,3.895330624,3.543482637,3.32111739,2.260423659,3.67238557,2.310652038,3.173561852,3.232903395,3.688960021,2.684776322,3.516761812,2.892239543,2.998367477,3.449500896
3.74463405,3.81284614,3.093591942,3.309567623,2.889851848,3.337293402,2.309030195,1.392262933,2.938507912,3.573210245,3.41950275,3.025328637,3.296341765,3.302296623,3.397791919,1.269521069,2.497857646,2.60350894,2.112130549,3.696947258,3.58810249,3.805200499,2.718286818,3.487121304,3.766448291
3.999358817,3.852122891,3.836791717,3.37809701,3.687889974,3.339949496,2.713530803,3.873753285,2.984234697,3.491785808,2.982549375,2.879021311,1.993072591,3.091692229,3.812506645,3.061745965,3.618988249,2.955764104,2.255047698,3.191901286,1.883688049,3.408355131,3.543385756,3.575231013,2.675010082
3.441518417,3.366913605,3.033061578,3.578345803,2.575040092,3.274182034,3.458493386,3.103076669,2.960497432,3.567949161,2.577743817,3.175448641,3.45563747,3.611576865,2.776944781,2.107171613,2.454287194,3.707952985,2.610858191,2.932171995,3.476064866,3.049953382,2.793996803,3.660930801,2.94181431
2.368781991,3.949259314,3.989264191,2.896174194,3.895733628,2.345322556,3.56487475,2.419230513,3.096085217,2.420959937,3.019246125,3.614723689,3.452325594,3.349587835,2.912858318,2.865160515,3.080804231,3.652503512,3.401403195,3.76596471,3.71810672,3.961182399,3.356597177,3.637846719,3.228437329
3.674033008,3.948891074,3.766102111,3.599284472,2.50599855,3.805220595,2.680703698,3.008289291,1.945311901,3.516896517,3.701233136,3.390132425,3.355359283,2.927005693,3.458721385,3.673919137,2.124316523,1.857534227,2.977780758,3.148638568,3.100706627,3.17224072,3.076825316,3.936304296,2.290539964
2.712315534,2.068359524,3.020362533,2.103351053,2.729828815,2.798864585,3.388956606,1.981123003,3.393132553,3.453733841,3.531417143,3.270393728,3.845225893,3.505702841,3.39959226,2.153455175,3.334690538,3.405562051,3.85931398,3.314548493,3.310187293,2.543956493,3.470628357,2.582445164,2.344549388
2.273764868,2.595027549,3.141210116,3.330081335,2.889632204,3.020287019,3.486491875,3.377323174,3.094253616,1.078250687,3.742064811,3.354204636,3.754923785,3.554167451,3.515503972,2.621864694,4.008752628,3.367853556,3.800438438,2.561511341,1.887063166,3.272404172,3.858002691,3.2430598,2.692891195
3.020892197,3.282022369,3.238113618,2.678894164,3.671767328,3.760433358,3.480877305,3.214905851,2.662573644,3.156021114,3.908957717,2.495049978,3.331190683,3.584309867,2.502700479,3.10330896,3.883080597,3.519447017,2.958266945,3.532220708,3.096518507,1.939508076,3.280179217,3.028443169,3.901073749
2.672177827,3.127180684,3.329606373,2.735793564,2.166703144,2.845674915,2.775447891,2.636695709,2.166800155,3.161613427,2.955771233,3.6232043,3.874128911,2.745638113,3.090314965,3.529571899,2.715850502,3.081938317,3.542569265,2.764973505,1.933934687,3.824876952,3.62489152,3.477093374,3.589254027
2.949233351,3.155786826,3.623624571,2.269282007,3.715960258,2.662719482,3.268685789,3.485487895,3.644607601,2.587321105,2.951111308,2.172616594,2.736004524,2.54341494,3.527576575,3.621136223,2.541481286,3.061548152,1.864800096,3.087120332,3.41714722,3.757873563,3.501028019,2.74456093,3.390629692
3.498082027,2.853958644,2.364706199,3.568387544,3.982805298,3.870179184,3.215770768,3.452675275,3.622448034,2.521349207,3.038874318,2.400379225,3.466048632,3.051797136,3.264621605,3.906916346,3.551594128,1.837281355,2.75733809,2.56542707,2.370151055,3.610782412,3.596282305,3.877791073,2.047423259
3.440277195,3.414340602,3.676651169,3.093346783,2.420092342,3.801881898,3.267538607,3.481231293,1.913942708,3.880943459,3.017348291,3.48043621,3.723199374,3.242768205,3.945849063,3.753913849,2.987711349,3.481881474,2.132563747,3.827759489,3.830613078,3.254661342,3.170602952,3.642959595,3.000393969
2.204990828,3.328410925,3.386702663,2.985035375,2.783198091,3.148818856,3.525866677,3.035925653,3.472936867,3.119309382,3.246723749,3.768711212,3.832391432,1.937781496,2.983558783,3.508526079,3.278680515,3.411438225,3.675589311,2.467752672,0.899954955,3.073688239,2.845968357,3.708149645,2.232627689
3.792504978,3.708940622,3.800588408,3.731091149,2.22306024,3.700293904,3.671336205,3.443377726,3.260940787,3.672104379,3.166407469,3.243986425,3.313380578,3.728228808,2.936711941,3.044346136,3.718899295,3.663042632,2.999501479,2.612977889,3.302268445,3.259843702,2.207595656,3.540860135,3.455100529
2.979003492,3.63069899,3.174589993,3.749421185,2.358156326,3.205878955,3.708610291,1.602637514,3.400908472,3.063823874,3.543066703,3.341517775,2.76252119,1.618661786,2.644381184,3.546541441,3.872445134,2.867404632,3.406985323,3.946883212,3.334590348,2.727155577,2.05600124,1.962570233,3.549170952
3.611946962,3.852694299,3.300419201,3.680794315,2.979851526,1.67133803,3.486715542,2.870286112,3.137569805,2.481368231,2.580928986,3.36378216,3.090340643,3.557303186,3.448300477,3.45955844,3.233365965,3.221026066,2.997164586,2.704551483,3.247570187,3.265517482,2.968365259,3.364171096,2.062099714
3.861785126,2.041204615,2.602737164,3.017282304,3.321698945,2.681564559,3.252372982,3.099005096,2.737481343,2.931202056,1.67314291,3.238417957,2.782496443,3.418550731,1.983266291,3.554165574,2.722881977,3.376286975,3.432011932,2.817590887,3.85389041,3.422185061,1.885436221,2.928172283,2.898357182
3.576899991,3.754058836,3.689310355,2.652360539,3.796562163,2.374072347,2.839861882,2.185197305,3.19422301,3.08015952,3.181423502,3.754943257,3.460401356,3.468055964,1.934356477,3.195672445,3.449360041,3.451070959,3.71075599,3.17324804,3.584953765,3.109508064,3.585179945,2.325656963,3.732533226
3.823099247,2.377835689,3.100842854,3.221760687,2.915300055,3.17030073,3.270061596,2.700927737,3.98565752,2.434563288,3.240880247,2.929585268,3.520257115,3.665606297,3.506659912,3.417796364,3.628512795,2.922190512,3.158819574,3.456381475,2.217884817,3.82379618,3.103894555,2.624737223,3.028499911
3.651821828,4.011781735,3.318465048,3.818189572,2.149097423,3.648385876,3.350956965,2.412567699,3.098325942,3.533286448,2.835507573,2.927196927,3.770876343,3.332749493,3.250292398,3.856693024,2.834170627,3.184761976,2.240220333,3.771515344,3.087232391,3.941737014,3.803024201,2.629116652,3.017947494
3.180212044,3.537285645,3.610041153,3.445294971,3.38844615,3.776765852,3.488386149,3.467575638,3.036464888,3.672636928,3.272537766,3.51158037,2.634390268,3.25798002,3.344884617,3.825358767,3.72729919,3.395541372,3.429519587,3.404805781,3.666382361,3.459595611,1.866737307,3.13554263,3.193766496
3.069096367,2.720049194,3.162115307,3.311893862,3.456181963,3.796115403,2.406554139,2.999781081,3.214410963,3.886256669,3.397778129,3.638593729,3.890200073,2.662730976,2.739496856,3.786032707,3.330693394,2.617336601,3.113255281,3.689963858,3.58413038,2.416143634,2.050244748,2.868051708,3.856474288
3.114897358,3.547462285,2.793274443,3.23518246,2.723778446,3.195484755,3.451776635,3.182811757,3.747019942,2.684773819,2.757580981,2.843136082,2.666306603,3.343990721,1.953908718,2.963250417,3.252439914,1.869509924,3.739226919,3.599576507,3.491244706,3.619521968,2.765187273,3.078800718,2.875603267
2.702441618,3.53923851,2.502748105,3.523287738,2.98240516,3.864047077,3.129010236,3.774877143,2.972532791,3.204696427,2.505030336,3.602918761,2.8584346,3.501079827,2.622185617,3.730895754,3.638788522,2.162540453,3.285284312,3.230528905,3.432590116,3.040734442,2.754132507,1.989560432,3.761333791
3.892812846,3.487340966,3.148693989,3.604388965,3.781833795,2.32749917,3.721487825,2.729210577,3.20745544,2.481502106,3.344160665,3.521523504,3.738341478,3.556069117,3.927403967,3.886368985,3.7566977,3.227435341,3.553269424,3.982798555,2.923034916,3.288555363,2.294400513,3.346553549,2.872750268
3.92756877,3.08599331,2.202475806,3.704641166,2.694967,3.436870296,3.862217951,2.982402437,3.143616334,2.152274097,2.912216868,3.076353786,3.663057915,2.892624362,3.280698791,1.879286562,3.266716434,3.061138538,3.273094854,3.263293362,3.34078271,2.762201077,3.613197532,3.384583684,3.048435648
3.980807958,3.036006348,2.731407751,3.346278244,1.968163632,2.932469401,3.455420668,3.47497971,2.916275585,3.20772862,3.346828819,3.41684231,3.810600152,3.670223701,2.697976231,3.473367841,2.122249123,3.607468043,2.980212997,1.753029638,3.342879511,3.940775815,1.798750926,3.208302402,3.306813015
3.645139351,3.747028707,3.045814857,3.677090517,3.363257992,3.482851971,3.15366797,3.546887278,3.122032553,3.725819639,3.880526921,1.954730829,3.00776961,3.040734053,3.350019856,1.877053213,2.626307177,3.538382324,2.340261734,3.91943807,3.663110139,1.85613582,2.462533953,2.395323764,3.453845942
3.43149029,3.246857321,3.68064497,3.400374983,1.824089554,3.983413431,2.47701492,3.528856286,2.589248725,3.918584525,1.94192355,2.347445884,3.847277891,3.125310265,3.087996173,2.294440531,2.354697525,3.412395459,2.139709128,3.709650896,2.737821697,3.489694832,2.66002165,2.531192202,2.923999184
2.710096086,3.582089903,2.078241425,2.882155207,3.085377414,3.620693268,3.552270384,2.853100489,2.185818226,1.149198017,3.491871678,3.619345016,3.16425989,3.118068827,3.965107962,3.491717995,3.364395602,2.065367005,3.399107882,3.340778711,2.319531698,3.508339373,3.086421453,3.088705957,2.761676708
2.571495308,2.344145654,2.655629556,3.674729789,3.397059428,0.927243386,1.432870712,2.715741954,1.397414453,3.516189175,1.641808996,3.778725033,3.707067344,2.662750569,3.415981696,3.823927808,3.051629853,3.426723829,2.186736933,3.367597727,2.819508909,3.998512584,3.303849349,3.864738331,1.855484981
3.314722971,3.887556309,2.661487811,3.932639202,3.20759012,2.940672131,3.48759047,3.981838385,3.390923268,3.434499249,3.222703017,3.65987413,2.659106469,3.366329079,3.165335093,2.395160181,3.29042062,3.161163215,3.830137014,3.588873502,2.325063173,3.683201278,3.331518726,2.662352516,3.758736413
3.630880363,2.251378942,2.894082394,3.071616254,3.640216039,3.326038352,3.384916669,3.519758232,2.299168729,2.930077339,3.550165344,2.904128852,3.164336269,3.763519057,2.34501391,3.157442806,2.351865268,3.664242958,2.982548544,2.705022913,3.382829097,3.038128976,3.089341127,3.428715196,3.215890713
3.601123424,2.795226784,3.399969249,3.293830562,2.931371194,2.607811198,1.760156785,3.371626975,2.886591598,3.527731313,3.205713696,2.29260065,3.503978421,3.620611246,2.422537484,3.898488748,3.921393044,3.903722438,2.899687263,3.574163083,3.134262904,3.296470956,3.159259935,3.040815778,3.684086539
3.316388597,2.785909017,3.889309709,3.390252417,3.320811808,2.131499943,3.438604854,2.685014366,2.986526267,2.68524222,2.882112384,3.46258102,3.651634212,3.867009465,3.35792468,2.732391416,3.868204064,3.938915841,3.905766488,2.855892514,3.52628195,3.175115393,2.318058631,3.320536,3.448040047
3.244623747,2.213651928,2.649701369,2.808749195,2.673996985,2.976480422,3.581657842,3.477817673,2.682465119,3.22676262,2.81184371,1.673895851,2.671395795,2.277405903,2.874505869,3.541344549,3.877797025,2.881463381,3.254675121,2.847986828,2.393944976,2.26241811,3.196064731,3.369211197,2.636579962
3.026274871,3.090257924,3.418380332,3.226607596,3.044847528,3.721090772,3.975146957,3.147334992,3.886292679,3.677537471,3.476039684,2.607941509,1.962533391,3.237480906,1.997096846,3.06583644,3.14729488,3.973673202,3.871554688,2.990597634,2.446136805,3.240237886,3.308213292,2.864140848,3.904679534
3.468017489,3.000483027,2.366808681,2.711949716,3.492719554,2.832243186,2.934848565,1.680564284,3.264436379,3.630830761,2.326968719,2.401349584,2.174252252,3.37742652,2.834787336,3.826541706,3.659147578,2.732359765,3.262214702,2.451423696,3.210750259,3.733100554,3.512678229,2.942430579,3.934976574
2.444507265,3.672320504,3.344585741,2.542292569,2.378059941,3.549201861,3.616213645,2.979322729,3.037923224,3.76492037,2.425530731,3.074059666,3.831655975,3.422198595,3.093429946,1.798312134,3.566131627,3.523602793,2.179932186,2.702947021,2.962157626,3.603331443,1.588718798,2.451383334,3.377853767
3.436211783,1.885764607,3.83318017,3.637443196,1.511261906,2.790314696,2.484195881,3.891781231,2.92654407,2.790416749,3.193884546,3.760343789,3.480867459,3.121209173,3.299259028,2.338140564,2.995974076,3.560984861,3.389275451,2.993846981,2.061960629,3.619035321,3.649920884,2.244026293,3.289353502
2.319564179,2.13581098,3.35749152,3.314263742,1.747017819,3.495549932,3.474411008,3.718483525,2.836003865,3.366392073,3.25766296,3.519519784,3.507043891,3.421981488,2.847554811,2.708214775,3.611705232,3.127235844,2.575288845,2.959995257,2.475673914,3.475421407,3.864085827,3.061448217,3.00570549
